fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
92,FB_0092_FCCS.xml,27.73,1.74,0.74,0.03,3.9,2.83,18.49,8.68,1.36,0.67,0.03,2.62,2.56,1.44,12.21,0.24,0.07,0.0,0.73,0.26,10.9,6.85,0.15,0.55,0.0,6.15,303.94,6181.77,86139.07,213.89,1087.42,797.99,737.29,26.1,765.34,29527.79,31.24,163.81,100.62,87.5,178.04,3471.91,36266.85,117.05,592.04,447.03,416.54,99.8,1944.52,20344.43,65.6,331.58,250.34,233.25,0.84,0.44,0.0,0.0,0.02,0.0,0.15,0.2,0.08,0.17,0.58,0.01,0.02,0.28,0.34,0.51,1.07,0.98,0.68,0.0,0.0,0.0,0.0,0.01,0.03,0.0,2.42,0.01,0.39,14.4,4.06,0.0,0.03,9.67,3.09,0.12,26.3,11.53,253.24,230.23,80.62,3.02,577.52,303.06,4987.32,5764.07,2492.82,93.43,12726.11,9502.51,55560.14,8.57,3.12,0.12,21.47,11.75,168.86,44.19,16.17,0.61,109.79,60.97,855.7,29.7,10.41,0.39,76.09,39.13,642.28,26.7,9.22,0.35,68.9,34.62,597.5,443706475.06,138887046.67,195283936.37,109535492.03
93,FB_0093_FCCS.xml,34.67,2.5,0.96,0.02,4.4,3.69,23.11,10.75,1.95,0.86,0.02,2.42,3.34,2.16,17.31,0.34,0.1,0.0,1.11,0.35,15.42,6.61,0.21,0.87,0.0,5.53,515.11,9714.63,104652.06,389.8,1154.52,769.37,690.23,47.09,981.37,36446.62,55.58,247.08,150.83,131.43,338.92,6325.53,49361.8,242.04,657.11,447.89,404.64,129.11,2407.73,18843.64,92.18,250.34,170.65,154.16,1.96,0.0,0.0,0.0,0.0,0.0,0.26,0.28,0.0,0.2,0.76,0.01,0.01,0.28,0.25,0.34,0.57,1.23,0.55,0.74,0.38,0.0,0.0,0.01,0.04,0.0,3.28,0.01,0.4,21.6,1.51,0.0,0.0,19.3,5.68,0.11,48.4,21.54,420.08,379.6,114.61,2.21,917.52,435.12,7865.57,8162.74,3201.53,61.86,13861.79,12322.07,67042.07,17.79,5.84,0.11,39.29,22.26,304.5,65.61,23.52,0.45,129.12,90.13,845.69,41.45,14.58,0.28,84.44,55.83,572.78,36.58,12.79,0.25,75.15,48.94,516.53,554691740.93,172032457.79,276964588.5,105694694.63
94,FB_0094_FCCS.xml,23.73,2.4,1.37,0.03,3.47,3.8,12.65,9.95,1.83,1.24,0.03,2.17,3.43,1.26,10.43,0.34,0.14,0.0,0.72,0.38,8.85,3.35,0.23,0.59,0.0,2.53,312.8,5928.79,73028.75,243.64,750.72,495.49,443.14,43.57,907.94,33741.56,51.43,228.72,139.65,121.7,203.99,3806.03,29735.83,145.66,395.52,269.6,243.56,65.23,1214.83,9551.36,46.55,126.49,86.23,77.89,1.83,0.0,0.01,0.0,0.0,0.0,0.19,0.38,0.0,1.0,0.37,0.01,0.02,0.28,0.17,0.25,1.07,0.76,0.51,0.23,0.18,0.0,0.0,0.01,0.03,0.0,3.7,0.0,0.1,12.65,0.0,0.0,0.0,19.14,8.14,0.16,34.22,22.44,228.69,375.43,164.17,3.32,650.28,452.65,4282.94,7823.61,4585.83,92.79,11099.06,12684.76,36742.7,17.44,8.36,0.17,28.64,23.08,165.95,63.63,33.69,0.68,97.95,93.09,461.69,40.3,20.89,0.42,63.62,57.7,312.56,35.59,18.31,0.37,56.46,50.59,281.82,379629568.56,159261423.21,166822356.31,53545789.04
95,FB_0095_FCCS.xml,16.06,0.0,4.91,0.09,1.25,1.8,8.0,7.89,0.0,4.41,0.08,0.97,1.62,0.8,6.46,0.0,0.49,0.01,0.18,0.18,5.6,1.7,0.0,0.1,0.0,1.6,194.71,3713.62,50018.94,155.32,491.7,321.91,287.29,34.73,726.1,26747.31,41.04,181.52,110.49,96.29,126.58,2363.59,18411.5,90.41,245.4,167.26,151.12,33.41,623.92,4860.12,23.87,64.78,44.15,39.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,0.0,0.05,0.05,0.0,0.17,0.42,0.36,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,29.04,0.55,9.79,10.68,144.65,0.0,585.7,11.07,192.36,215.47,2709.02,0.0,16360.32,309.31,4090.23,6018.83,23240.26,0.0,29.82,0.56,8.99,10.97,104.97,0.0,120.18,2.27,33.01,44.21,292.02,0.0,74.51,1.41,20.88,27.41,197.7,0.0,65.34,1.24,18.43,24.04,178.25,256880135.65,126278259.95,103326541.67,27275334.03
97,FB_0097_FCCS.xml,101.63,0.0,0.33,2.78,0.0,2.97,95.54,9.62,0.0,0.3,2.5,0.0,2.82,4.0,39.57,0.0,0.03,0.28,0.0,0.15,39.11,52.44,0.0,0.0,0.0,52.44,415.83,10656.21,332618.97,432.19,2032.58,2032.58,1097.59,20.21,590.96,32685.66,36.57,192.5,192.5,103.95,170.15,4328.84,128994.54,170.15,791.38,791.38,427.34,225.47,5736.41,170938.77,225.47,1048.7,1048.7,566.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,40.0,55.54,0.0,0.0,0.0,0.78,6.45,0.0,6.56,402.04,0.0,22.14,184.18,0.0,189.37,10260.51,0.0,1131.44,9410.51,0.0,10059.56,312017.46,0.0,1.29,10.71,0.0,11.35,408.84,0.0,6.69,55.64,0.0,59.36,1910.88,0.0,6.69,55.64,0.0,59.36,1910.88,0.0,3.61,30.05,0.0,32.06,1031.88,1626061364.24,153996050.32,633102047.81,838963266.11
98,FB_0098_FCCS.xml,7.99,0.0,2.75,0.19,0.0,1.32,3.74,4.22,0.0,2.47,0.17,0.0,1.2,0.37,3.02,0.0,0.27,0.02,0.0,0.11,2.62,0.75,0.0,0.0,0.0,0.75,67.74,1450.6,25551.45,51.4,262.64,186.96,171.2,12.65,375.32,14342.12,15.18,79.28,48.5,42.17,44.16,862.12,8987.21,29.04,147.01,111.02,103.45,10.92,213.16,2222.12,7.18,36.35,27.45,25.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.12,0.23,3.74,0.0,0.0,0.0,0.0,11.43,0.77,0.0,5.27,50.26,0.0,298.36,20.14,0.0,139.58,992.51,0.0,9225.65,622.84,0.0,4431.56,11271.4,0.0,11.54,0.78,0.0,5.43,33.66,0.0,59.84,4.04,0.0,28.16,170.6,0.0,38.52,2.6,0.0,18.02,127.82,0.0,34.12,2.3,0.0,15.93,118.85,127839100.62,67472469.08,48399655.54,11966976.0
99,FB_0099_FCCS.xml,21.31,0.0,0.0,4.64,0.0,4.6,12.07,9.39,0.0,0.0,4.17,0.0,4.14,1.08,8.74,0.0,0.0,0.46,0.0,0.46,7.81,3.17,0.0,0.0,0.0,3.17,70.95,1879.95,70735.18,86.92,426.12,426.12,230.1,19.73,576.81,31902.95,35.7,187.89,187.89,101.46,37.57,955.87,28483.9,37.57,174.75,174.75,94.36,13.65,347.27,10348.34,13.65,63.49,63.49,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,10.8,1.27,0.0,0.0,0.0,0.0,10.76,0.0,10.67,49.52,0.0,0.0,306.97,0.0,304.59,1268.39,0.0,0.0,15684.19,0.0,15562.7,39488.3,0.0,0.0,17.85,0.0,17.71,51.35,0.0,0.0,92.74,0.0,92.02,241.36,0.0,0.0,92.74,0.0,92.02,241.36,0.0,0.0,50.08,0.0,49.69,130.33,340896017.6,150308366.24,139798265.76,50789385.6
100,FB_0100_FCCS.xml,8.63,0.0,0.0,3.71,0.0,2.51,2.42,5.84,0.0,0.0,3.34,0.0,2.26,0.24,2.31,0.0,0.0,0.37,0.0,0.25,1.69,0.48,0.0,0.0,0.0,0.48,24.27,664.13,28942.22,34.21,172.68,172.68,93.25,12.27,358.75,19842.02,22.2,116.86,116.86,63.1,9.93,252.52,7524.83,9.93,46.16,46.16,24.93,2.08,52.87,1575.36,2.08,9.66,9.66,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.1,2.42,0.0,0.0,0.0,0.0,0.0,8.61,0.0,5.81,9.86,0.0,0.0,245.58,0.0,165.82,252.73,0.0,0.0,12547.35,0.0,8485.2,7909.67,0.0,0.0,14.28,0.0,9.66,10.27,0.0,0.0,74.19,0.0,50.17,48.32,0.0,0.0,74.19,0.0,50.17,48.32,0.0,0.0,40.06,0.0,27.09,26.09,138147754.67,93484212.45,36931702.21,7731840.0
101,FB_0101_FCCS.xml,39.37,2.84,1.76,0.03,2.83,1.72,30.19,9.29,1.8,1.59,0.03,2.09,1.62,2.17,18.17,0.57,0.18,0.0,0.47,0.1,16.85,11.91,0.46,0.28,0.0,11.17,466.9,9388.44,120969.45,322.07,1635.62,1210.21,1121.05,27.9,822.83,31596.53,33.44,174.98,107.26,93.27,265.18,5174.47,53981.7,174.35,882.38,666.3,620.89,173.82,3391.14,35391.22,114.28,578.27,436.65,406.89,1.55,0.0,0.01,0.0,0.09,0.0,0.48,0.64,0.08,0.43,1.33,0.01,0.02,0.15,0.25,0.42,1.07,0.65,0.19,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.31,0.03,1.38,21.6,8.48,0.0,0.11,20.52,7.34,0.12,16.97,6.33,415.63,455.47,191.58,3.02,386.23,172.72,8179.42,9210.67,5923.75,93.43,9308.93,5795.77,90636.91,16.43,7.41,0.12,14.5,6.79,276.82,84.21,38.42,0.61,74.41,35.31,1402.67,58.72,24.73,0.39,50.7,22.31,1053.37,53.43,21.91,0.35,45.68,19.63,980.05,629910021.09,148631463.53,290697794.72,190580762.85
102,FB_0102_FCCS.xml,53.24,3.37,2.44,0.97,14.42,1.84,30.19,18.58,1.97,2.2,0.88,9.64,1.73,2.17,21.39,0.76,0.24,0.1,3.32,0.12,16.85,13.28,0.64,1.47,0.0,11.17,560.51,11422.32,166265.38,398.33,2025.02,1480.39,1365.55,56.04,1614.24,63218.28,66.84,352.64,217.99,189.58,311.44,6059.81,63571.93,204.67,1033.28,780.03,726.68,193.02,3748.27,39475.17,126.81,639.1,482.37,449.3,0.86,0.0,0.01,0.12,0.24,0.3,0.69,0.64,0.51,1.18,1.26,0.93,0.05,1.54,0.85,1.27,2.14,7.14,0.19,1.07,0.0,0.0,0.0,0.05,0.17,0.0,0.52,0.03,1.3,21.6,8.48,0.0,0.11,26.35,10.15,4.05,97.42,6.9,415.63,574.35,264.9,105.75,2110.61,187.29,8179.42,10861.55,8190.82,3269.92,47084.85,6221.32,90636.91,20.53,10.24,4.09,79.29,7.35,276.82,105.08,53.13,21.21,404.74,38.19,1402.67,74.04,34.2,13.65,280.96,24.19,1053.37,67.58,30.29,12.09,254.23,21.3,980.05,851918917.92,297266624.92,342211415.14,212440877.86
103,FB_0103_FCCS.xml,33.81,3.01,2.32,0.03,5.01,2.63,20.82,11.22,2.16,2.09,0.03,3.1,2.41,1.44,13.39,0.49,0.23,0.0,1.07,0.22,11.37,9.2,0.36,0.84,0.0,8.01,363.21,7415.91,105280.96,256.99,1307.07,957.02,883.66,33.71,991.2,38158.78,40.38,211.52,129.8,112.88,195.28,3808.45,39775.08,128.39,649.43,490.37,456.92,134.21,2616.26,27347.1,88.23,446.13,336.85,313.86,2.0,0.0,0.02,0.0,0.02,0.01,0.38,0.5,0.08,1.49,0.83,0.01,0.02,0.28,0.42,0.59,1.07,1.17,0.55,0.47,0.38,0.0,0.0,0.02,0.05,0.0,1.79,0.06,0.78,14.4,6.38,0.0,0.03,18.85,9.64,0.12,36.96,10.47,287.18,433.62,251.67,3.02,800.12,277.7,5649.77,9856.17,7781.87,93.43,16223.95,8859.61,62465.94,15.91,9.73,0.12,29.25,10.81,191.18,81.76,50.47,0.61,149.47,56.09,968.66,55.92,32.49,0.39,104.77,35.86,727.59,50.57,28.78,0.35,95.29,31.68,676.99,540916288.46,179491511.98,214177162.25,147247614.23
104,FB_0104_FCCS.xml,46.81,3.66,3.16,0.97,15.52,2.68,20.82,20.68,2.67,2.85,0.88,10.4,2.45,1.44,15.87,0.59,0.32,0.1,3.27,0.24,11.37,10.26,0.4,1.85,0.0,8.01,441.15,9087.68,148124.63,322.88,1642.53,1186.96,1090.05,62.58,1769.17,70380.12,74.36,394.81,245.62,213.63,230.24,4458.87,47207.9,151.2,760.22,573.64,534.16,148.32,2859.64,30536.61,97.33,487.5,367.7,342.26,1.9,0.0,0.02,0.09,0.1,0.16,0.38,0.5,0.51,2.47,0.69,0.93,0.05,2.8,1.27,1.69,2.14,5.47,0.55,1.09,0.38,0.0,0.0,0.03,0.09,0.0,2.08,0.02,0.59,14.4,6.38,0.0,0.03,22.46,13.15,4.05,103.49,10.81,287.18,519.63,343.36,105.75,2183.66,285.51,5649.77,12013.24,10616.87,3269.92,50733.99,9024.67,62465.94,19.11,13.28,4.09,84.14,11.09,191.18,98.27,68.86,21.21,427.97,57.55,968.66,67.02,44.33,13.65,297.51,36.86,727.59,60.54,39.27,12.09,268.56,32.6,676.99,748990562.01,330843062.67,253964480.94,164183018.4
105,FB_0105_FCCS.xml,34.89,3.66,2.3,0.06,6.72,3.67,18.48,13.23,2.78,2.07,0.05,3.56,3.32,1.44,13.67,0.53,0.23,0.01,1.66,0.35,10.9,7.99,0.36,1.5,0.0,6.14,355.73,7331.23,109377.89,255.35,1299.93,946.19,872.13,39.75,1170.4,45006.58,47.63,249.37,152.96,133.01,199.49,3890.57,40631.16,131.15,663.43,500.94,466.78,116.49,2270.26,23740.15,76.57,387.12,292.29,272.34,1.95,0.71,0.02,0.0,0.02,0.01,0.38,0.5,0.08,1.49,0.81,0.01,0.05,0.28,0.34,0.42,1.07,1.93,1.13,0.69,0.79,0.0,0.0,0.02,0.05,0.0,3.26,0.01,0.4,14.4,4.06,0.0,0.02,21.28,9.59,0.23,56.58,15.03,253.02,499.9,250.29,6.04,1197.51,394.48,4983.0,12082.99,7739.12,186.85,21527.24,12330.64,55511.05,18.51,9.68,0.23,42.92,15.29,168.72,95.31,50.2,1.21,218.94,79.31,854.96,64.48,32.31,0.78,155.96,50.93,641.73,58.1,28.62,0.69,142.66,45.08,596.98,558317200.65,211707006.13,218787452.01,127822742.51
106,FB_0106_FCCS.xml,34.86,0.72,0.6,0.09,20.75,3.77,8.93,16.71,0.39,0.54,0.08,11.37,3.44,0.89,12.39,0.18,0.06,0.01,5.57,0.33,6.25,5.76,0.15,3.82,0.0,1.79,314.33,6597.37,110801.66,233.62,1191.11,855.12,784.52,50.31,1465.42,56855.0,60.14,316.06,194.61,169.24,180.44,3511.32,36828.15,118.59,598.73,451.99,421.08,83.59,1620.63,17118.51,54.9,276.32,208.53,194.2,0.16,0.03,0.01,0.01,0.0,0.09,0.34,0.0,0.08,0.5,0.09,0.05,0.05,0.86,0.85,1.44,2.35,7.18,2.0,4.31,1.4,0.0,0.0,0.06,0.2,0.1,2.76,0.02,0.99,8.93,0.0,0.0,0.0,6.0,2.48,0.39,170.37,15.08,120.02,129.1,64.74,10.07,3624.34,399.02,2370.1,2320.31,2001.96,311.42,66587.16,12664.86,26915.94,4.59,2.5,0.39,130.26,15.51,80.37,23.44,12.98,2.02,664.76,80.5,407.4,16.64,8.36,1.3,472.07,51.52,305.24,15.22,7.4,1.15,431.39,45.54,283.81,557752085.0,267394008.33,198251103.43,92106973.24
107,FB_0107_FCCS.xml,14.44,2.17,1.47,0.02,1.12,1.66,8.0,6.17,1.58,1.32,0.02,0.95,1.5,0.8,6.37,0.34,0.15,0.0,0.12,0.16,5.6,1.9,0.25,0.04,0.0,1.6,139.25,2905.24,45562.43,101.6,517.87,374.44,344.5,18.52,548.97,20992.01,22.22,116.07,71.02,61.76,93.06,1816.44,18939.23,61.19,309.75,233.9,217.97,27.66,539.83,5631.19,18.19,92.06,69.51,64.78,0.32,0.05,0.06,0.0,1.19,0.0,0.01,0.02,0.51,1.45,0.02,0.01,0.01,0.01,0.08,0.59,0.36,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.01,0.02,8.0,0.0,0.0,0.0,13.32,6.12,0.08,5.29,6.91,107.53,308.15,159.75,2.01,131.47,180.49,2123.37,7116.11,4939.58,62.28,3739.3,5591.22,24113.93,11.33,6.18,0.08,5.02,6.98,72.01,58.27,32.04,0.4,25.96,36.21,364.99,39.74,20.62,0.26,17.05,23.3,273.46,35.9,18.27,0.23,15.2,20.64,254.26,231074227.52,98755588.76,101993818.71,30324820.05
109,FB_0109_FCCS.xml,16.03,3.97,2.83,0.37,2.71,2.79,3.35,11.0,3.49,2.55,0.33,1.77,2.52,0.34,3.82,0.35,0.28,0.04,0.52,0.28,2.35,1.21,0.13,0.41,0.0,0.67,146.5,2839.48,51619.83,127.16,443.3,283.92,251.55,48.3,1008.62,37281.99,57.06,252.9,154.13,134.31,74.64,1392.36,10883.99,53.29,144.72,98.65,89.11,23.56,438.51,3453.85,16.81,45.68,31.15,28.13,1.65,1.73,0.19,0.0,0.05,0.01,0.16,0.13,0.05,2.83,0.0,0.37,0.0,0.12,0.25,0.42,0.71,0.51,0.36,0.13,0.1,0.08,0.0,0.0,0.01,0.0,2.74,0.0,0.05,3.35,0.0,0.0,0.0,24.67,16.78,2.2,25.74,16.5,60.61,495.06,338.38,44.29,493.73,332.92,1135.1,13191.43,9451.98,1237.23,8681.64,9319.73,9737.82,24.81,17.23,2.26,21.92,16.97,43.98,98.38,69.43,9.09,75.63,68.41,122.36,61.2,43.05,5.63,48.79,42.41,82.84,53.72,37.75,4.94,43.27,37.19,74.69,256413552.65,175997838.25,61057066.76,19358647.64
110,FB_0110_FCCS.xml,14.17,3.49,0.44,0.09,4.32,2.01,3.82,8.2,3.11,0.39,0.08,2.42,1.81,0.38,4.32,0.28,0.04,0.01,1.11,0.2,2.67,1.65,0.09,0.79,0.0,0.76,152.49,2922.44,44814.17,125.64,414.42,268.99,239.32,35.95,749.96,27792.31,42.45,188.46,114.96,100.18,84.44,1575.0,12318.19,60.29,163.72,111.6,100.82,32.09,597.48,4703.66,22.9,62.23,42.43,38.32,0.96,1.81,0.45,0.0,0.07,0.0,0.11,0.09,0.0,0.44,0.0,0.09,0.0,0.16,0.34,0.42,0.71,0.49,0.28,1.48,0.4,0.0,0.0,0.03,0.01,0.0,1.91,0.0,0.1,3.82,0.0,0.0,0.0,21.07,2.59,0.55,47.45,11.81,69.01,424.11,52.33,11.07,904.09,238.35,1292.49,11619.05,1461.7,309.31,13638.38,6697.66,11088.06,21.45,2.66,0.56,38.72,12.16,50.08,85.88,10.74,2.27,127.1,49.11,139.33,53.32,6.66,1.41,82.86,30.43,94.32,46.77,5.84,1.24,73.74,26.68,85.05,226654416.56,131190673.14,69098484.4,26365259.02
114,FB_0114_FCCS.xml,14.13,1.01,0.88,0.19,1.52,2.53,8.0,5.95,0.8,0.79,0.17,1.1,2.28,0.8,6.34,0.13,0.09,0.02,0.25,0.25,5.6,1.85,0.08,0.17,0.0,1.6,137.39,2862.51,44549.57,100.01,509.71,368.88,339.49,17.84,529.01,20220.86,21.4,111.79,68.39,59.47,92.53,1806.24,18830.77,60.84,308.01,232.59,216.75,27.01,527.26,5497.93,17.76,89.91,67.9,63.27,0.26,0.16,0.39,0.0,0.02,0.0,0.1,0.1,0.0,0.88,0.0,0.09,0.09,0.01,0.17,0.59,0.29,0.13,0.09,0.13,0.1,0.0,0.0,0.0,0.02,0.0,2.53,0.0,0.0,8.0,0.0,0.0,0.0,5.44,3.66,0.77,9.44,10.55,107.53,130.66,95.53,20.14,217.52,275.29,2123.37,3352.28,2953.73,622.84,4994.67,8512.11,24113.93,4.89,3.69,0.78,8.0,10.65,72.01,25.2,19.16,4.04,41.12,55.21,364.99,16.86,12.33,2.6,28.09,35.54,273.46,15.13,10.92,2.3,25.38,31.48,254.26,226147021.47,95128496.36,101410552.56,29607972.55
115,FB_0115_FCCS.xml,29.53,0.03,14.35,0.05,2.23,3.84,9.03,19.27,0.03,12.92,0.04,1.91,3.46,0.9,8.36,0.0,1.44,0.0,0.22,0.38,6.32,1.9,0.0,0.09,0.0,1.81,285.96,5529.46,94567.07,243.9,833.23,535.61,475.27,84.79,1772.79,65304.01,100.2,443.2,269.77,235.09,163.95,3061.53,23848.15,117.11,317.86,216.65,195.74,37.23,695.15,5414.92,26.59,72.17,49.19,44.44,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.55,0.81,0.05,0.0,0.0,0.17,0.59,1.43,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.15,9.03,0.0,0.0,0.0,0.18,84.97,0.27,14.61,22.6,163.33,3.7,1713.76,5.54,291.67,456.01,3058.78,113.65,47870.57,154.65,7388.46,12798.94,26240.8,0.19,87.27,0.28,14.38,23.26,118.52,0.81,351.65,1.14,56.03,93.88,329.73,0.5,218.02,0.7,34.98,58.19,223.22,0.44,191.18,0.62,30.74,51.02,201.27,472536714.76,308310439.77,133837386.22,30388888.77
120,FB_0120_FCCS.xml,23.03,1.28,8.79,0.05,3.76,3.47,5.68,15.5,1.15,7.91,0.04,2.7,3.13,0.57,5.99,0.1,0.88,0.0,0.68,0.35,3.97,1.54,0.03,0.38,0.0,1.14,156.43,3525.33,75083.32,128.08,657.32,454.57,412.5,46.5,1379.45,52713.45,55.8,291.39,178.24,154.99,87.45,1706.98,17794.56,57.5,291.09,219.81,204.84,22.48,438.9,4575.31,14.78,74.84,56.52,52.67,0.69,0.52,0.0,0.0,0.0,0.0,0.03,0.05,0.0,8.79,0.0,0.05,0.0,0.0,0.42,0.85,1.07,0.63,0.34,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.02,5.68,0.0,0.0,0.0,5.37,36.58,0.19,23.57,14.43,76.29,139.8,954.83,5.04,542.31,376.82,1506.54,4305.16,29524.0,155.71,12328.5,11661.04,17108.91,5.4,36.93,0.19,19.89,14.58,51.09,28.01,191.49,1.01,102.26,75.59,258.96,18.05,123.27,0.65,69.94,48.65,194.02,15.99,109.2,0.58,63.24,43.09,180.4,368460856.42,247990351.12,95830671.55,24639833.75
121,FB_0121_FCCS.xml,39.76,2.85,8.79,0.09,17.11,5.24,5.68,25.75,1.58,7.91,0.08,10.89,4.72,0.57,10.22,0.68,0.88,0.01,4.16,0.52,3.97,3.79,0.6,2.06,0.0,1.14,281.73,6280.31,129211.87,227.14,1164.65,810.07,736.41,77.27,2290.62,87590.61,92.71,484.3,296.34,257.68,149.14,2910.45,30355.41,98.06,496.31,374.77,349.24,55.33,1079.24,11265.85,36.37,184.04,138.96,129.49,0.5,0.42,0.42,0.0,0.0,0.02,1.44,0.04,0.0,8.79,0.0,0.09,0.0,0.06,1.69,2.54,2.85,4.24,0.34,4.23,0.0,1.12,0.0,0.0,0.04,0.0,5.21,0.0,0.03,5.68,0.0,0.0,0.0,23.29,36.58,0.39,123.4,21.79,76.29,502.73,954.83,10.07,2737.24,568.91,1506.54,9146.25,29524.0,311.42,55520.53,17600.76,17108.91,17.88,36.93,0.39,98.85,22.0,51.09,91.45,191.49,2.02,506.61,114.11,258.96,64.8,123.27,1.3,353.24,73.45,194.02,59.25,109.2,1.15,321.35,65.06,180.4,636200022.37,412064480.37,163470175.2,60665366.8
123,FB_0123_FCCS.xml,18.24,3.24,2.84,0.06,5.77,4.55,1.78,13.97,2.97,2.56,0.05,4.11,4.1,0.18,3.2,0.23,0.28,0.01,0.98,0.46,1.24,1.07,0.04,0.68,0.0,0.36,139.87,2692.82,59677.11,127.19,474.73,302.92,267.12,60.21,1241.3,47381.85,70.81,320.04,197.22,171.85,60.69,1115.34,9182.29,43.09,117.79,80.42,72.54,18.97,336.18,3112.97,13.29,36.9,25.28,22.72,2.51,0.52,0.11,0.0,0.01,0.0,0.03,0.06,0.0,2.15,0.69,0.05,0.01,1.59,0.51,1.02,1.14,0.63,0.34,0.45,0.0,0.0,0.0,0.0,0.1,0.0,4.55,0.0,0.0,1.78,0.0,0.0,0.0,18.33,16.82,0.33,45.32,26.95,32.13,371.52,339.32,6.64,830.18,543.45,601.71,10834.72,9478.2,185.58,18836.3,15180.32,5161.99,19.21,17.28,0.34,39.38,27.67,23.31,78.53,69.63,1.36,148.83,111.51,64.86,48.55,43.17,0.85,97.32,69.14,43.91,42.53,37.85,0.74,85.78,60.63,39.59,291848868.08,223485898.39,51212222.42,17150747.28
