GeneratorName=FCCS 4.0,GeneratorVersion=3.0.0,DateCreated=04/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuelbed_number,FCCSID,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
80,80,FB_0080_FCCS.xml,404,420,0,0,0,0,0,0,0,0,0.12048,0,78,0,5,0.1,80,80,0.1,0.3,0.3,0,0,0,0,0,0,0,0,0,0.7,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24248,9,9
81,81,FB_0081_FCCS.xml,404,420,0,0,0,0,0,0,0,0,0.49659,0,78,0,3.8,0.02,80,80,0.1,0.1,0,0,0,0,0,0,0,0,0,0,1.2,1.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99259,9,9
82,82,FB_0082_FCCS.xml,403,420,0,0,0,0,0,0,0,0,0.178767,0,99,0,4.5,0,95,0,0.2,0.3,0.1,0,0,0,0,0,0,0,0,0,1,1.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.182767,9,9
83,83,FB_0083_FCCS.xml,404,420,0,0,0,0,0,0,0,0,3.536,0,85,0,5,0,85,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,4.4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.036401,9,9
84,84,FB_0084_FCCS.xml,400,420,0.067954,0,0,0,0,0,0,0,4.692,0,90,0,4,0,75,0,0.1,0.2,0.5,0,0,0,0,0,0,0,0,0,2,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.697354,9,9
85,85,FB_0085_FCCS.xml,109,130,1.121234,0,0.032343,0,0.171137,0,0.243316,0.200378,0.463132,1.749237,90,90,0.05,0.02,80,80,0.2,0.3,1,1.5,0,0,1,0,0,0.020653,0.012007,0,0.5,0.075,2,0.7,2.5,0.9375,0,0.080994,0,2,21.599998,4,32,0.017849,0,0,64.573082,8,8
86,86,FB_0086_FCCS.xml,109,130,1.121234,0,0.032343,0,0.171137,0,0.221437,0.200378,0.463132,1.749237,90,90,0.02,0.02,80,75,0.2,0.3,1,1.5,0,0,1,0,0,0.020653,0.012007,0,0.5,0.075,2,0.1,2.5,3.1875,0,0.080994,0,2,21.599998,4,30.400002,0.017849,0,0,64.571198,8,8
87,87,FB_0087_FCCS.xml,109,130,7.244898,0,0.019406,0,1.510336,0,1.615383,1.330315,0.5,0.7288,90,90,0.01,0.02,90,90,0.1,0.2,0.5,1,0,0,0.5,0,0,0.107569,0.062537,0,1,0.45,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,93.462936,8,8
88,88,FB_0088_FCCS.xml,109,130,0.517493,0,0.043124,0,0.070977,0,0.075217,0.041296,0.694698,0.15008,90,90,0.02,0.02,75,75,0.2,0.3,1,1,0,0,1,0,0,0.010537,0.006126,0,0.5,0.075,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,232.839081,8,8
89,89,FB_0089_FCCS.xml,109,130,0.517493,0,0.043124,0,0.070977,0,0.075217,0.041296,0.463132,0.11256,90,90,1,0.02,80,90,0.2,0.3,1,1,0,0,1,0,0,0.010537,0.006126,0,0.5,0.075,0,0,20,12,0,0.040497,0,5,99.000008,8,57.600002,0.017849,0,0,174.849976,8,8
90,90,FB_0090_FCCS.xml,52,220,8.984249,4.41045,1.04544,0,0.756218,0,1.055272,0.434524,0.958038,0,90,0,0.01,0,80,0,1,1.4,1.5,5,4,0,1,0,0,0,0.204202,0,2,5.27,0,0,0,0,0,0,0,0,0,2,13.599999,1.764912,0,0,62.265934,9,9
91,91,FB_0091_FCCS.xml,104,130,7.546771,0,0.032343,0,2.874766,0,4.119905,3.392863,0.726957,0.71619,90,90,0.03,0.02,80,80,0.2,0.4,1.2,1.5,0,0,0.5,0,0,0.137444,0.091891,0,1,0.4575,2,0.05,2.5,3,0,0.080994,0.5,2,27.000002,3,21.599998,0.171663,0,0,71.206497,8,8
92,92,FB_0092_FCCS.xml,104,130,5.227199,2.587464,0.013604,0,1.335432,0,1.863146,1.600428,0.167235,0.575118,90,90,0.01,0.02,80,80,0.4,0.6,1.5,3,0,0,1.5,0,0,0.074067,0.05105,0,1.5,3.696,2,0.02,2,0.6,0,0.053996,0.5,1,16.200001,2,14.400001,0.315402,0,0,73.178108,8,8
93,93,FB_0093_FCCS.xml,107,130,12.25125,0,0.024359,0,0,0,4.956642,1.688807,0.2,0.759922,90,90,0.01,0.01,80,80,0.3,0.4,0.8,3,3,0,1,1,0,0.13226,0.073513,0,2,4.96,2,0.02,2,0.6,0,0,0,1,16.200001,3,21.599998,0.315402,0,0,88.200584,9,9
94,94,FB_0094_FCCS.xml,108,130,11.434501,0,0.032539,0,0,0,2.683939,2.210303,1,0.37498,90,90,0.01,0.02,80,80,0.2,0.3,1.5,2,1,0,1,0.5,0,0.066599,0.050029,0,2,5.58,0,0,2,0.15,0,0,0,0,0,3,21.599998,0.315402,0,0,67.869301,9,9
95,95,FB_0095_FCCS.xml,300,120,0,0,0,0,0,0,0,0,6.4,0,90,0,0.05,0.05,80,80,0.2,0.5,0.5,0.5,0,0,0.4,0,0,0,0,0,1,2.79,0,0,0,0,0,0,0,0,0,2,14.400001,0,0,0,25.790001,9,9
97,97,FB_0097_FCCS.xml,317,120,0,0,0,0,0,0,0,0,0.334509,0,90,0,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,20,4.5,0,0,0,5,110.000008,5,40,0,0,0,157.884506,13,13
98,98,FB_0098_FCCS.xml,310,120,0,0,0,0,0,0,0,0,3.132133,0,90,0,0.2,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.55,2,0.2,2.5,0.375,0,0,0,0.5,1.8,1.5,6,0,0,0,13.257133,8,8
99,99,FB_0099_FCCS.xml,304,120,0,0,0,0,0,0,0,0,0,0,0,0,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.9,0,0,0,0,0,0,0,0.5,9.900001,1.5,10.799999,0,0,0,32.600002,13,13
100,100,FB_0100_FCCS.xml,307,120,0,0,0,0,0,0,0,0,0,0,0,0,3,1,90,90,0,0,0,0,0,0,0,0,0,0,0,0,2,3.68,0,0,1,0.15,0,0,0,0.25,2.75,0.75,3,0,0,0,13.580001,13,13
101,101,FB_0101_FCCS.xml,104,130,9.659864,0,0.032343,0,5.512566,0,6.574498,5.414292,0.431739,1.332331,90,90,0.01,0.02,80,80,0.3,0.5,1.5,2,0,0,0.5,0,0,0.190894,0.127626,0,1,0.6,2,0.05,2.5,2.625,0,0.182236,0.5,2,27.000002,3,21.599998,0.171663,0,0,83.499207,8,8
102,102,FB_0102_FCCS.xml,104,130,5.39055,0,0.064687,0.745695,14.37383,16.739038,10.299765,5.414292,1.238479,1.332331,90,90,1,0.05,80,80,1,1.5,3,20,5,0,0.5,0,0,0.515413,0.344591,0,1,0.9,2,0.05,2.5,2.25,0,0.182236,3,2,27.000002,3,21.599998,1.71663,0,0,118.196686,8,8
103,103,FB_0103_FCCS.xml,104,130,12.482553,0,0.090692,0.015729,1.470018,0.367504,6.474904,5.332273,1.5,0.839257,90,90,0.01,0.02,80,80,0.5,0.7,1.5,3,2,0,1,1,0,0.183014,0.100059,0,1.5,2.772,2,0.1,2,1.2,0,0.053996,0.5,1,19.800001,2,14.400001,0.315402,0,0,89.675797,8,8
104,104,FB_0104_FCCS.xml,104,130,11.855289,0,0.136038,0.559271,5.749532,8.624298,6.474904,5.332273,3,0.839257,90,90,1,0.05,80,80,1.5,2,3,15.000001,5,0,1,1,0,0.305517,0.183782,0,1.5,3.192,2,0.03,2,0.9,0,0.053996,3,1,19.800001,2,14.400001,3.107595,0,0,120.007339,8,8
105,105,FB_0105_FCCS.xml,104,130,12.179376,4.160851,0.095135,0.015729,1.470018,0.367504,6.07865,5.005947,1.5,0.814704,90,90,0.01,0.05,80,80,0.4,0.5,1.5,5,3,0,2,2,0,0.173713,0.100059,0,2,4.927999,2,0.02,2,0.6,0,0.026998,0.5,1,16.200001,2,14.400001,0.315402,0,0,90.598534,8,8
106,106,FB_0106_FCCS.xml,24,210,1.004112,0.15638,0.071874,0.055578,0,9.078514,6.524232,0,0.504187,0.09199,90,90,0.05,0.05,50,50,1,1.7,3.3,17.5,17.5,0,3.5,3.5,0,0.563733,0.402022,0.201011,2,4.1916,2,0.03,2,1.5,0,0,0.5,0,0,2,15.84,0.959224,0,0,89.958115,10,10
107,107,FB_0107_FCCS.xml,63,210,2.016784,0.285666,0.337252,0.000466,102.372787,0.142212,0.204006,0.168005,1.44909,0.0219,90,90,0.01,0.01,80,80,0.1,0.7,0.5,0.1,0,0,0.2,0,0,0,0,0,1,2.53725,0.5,0.0125,0.5,0.0375,0,0,3,0,0,2,14.400001,0.015676,0,0,35.023975,10,10
109,109,FB_0109_FCCS.xml,34,210,10.284516,10.182151,1.042304,0.024274,2.500833,0.669689,1.838141,0.756882,3.284205,0,85,0,0.4,0,80,0,0.3,0.5,1,1.2,0.5,0.5,0.75,0.3,0,0,0.025525,0,1.5,4.1715,0,0,1,0.075,0,0,0.3,0,0,1,7.2,0.135893,0,0,42.067394,9,9
110,110,FB_0110_FCCS.xml,38,210,6.01128,10.61775,2.51559,0,2.530943,0,1.558159,1.28319,0.438266,0,95,0,0.1,0,95,0,0.4,0.5,1,1,5,0,0.5,1,0,0.261241,0.020033,0,1,2.945,0,0,2,0.15,0,0,0,0,0,1,7.92,0.176907,0,0,55.076748,9,9
114,114,FB_0114_FCCS.xml,63,220,1.595603,0.929135,2.15622,0,1.156519,0,1.329615,0.547488,0.879609,0,90,0,0.1,0.1,80,80,0.2,0.7,0.4,0.3,0.5,0,0.2,0.3,0,0,0.036756,0,1.5,3.86325,0,0,0,0,0,0,0,0,0,2,14.400001,0.006334,0,0,38.126377,10,10
115,115,FB_0115_FCCS.xml,403,210,0.211702,0,0,0,0,0,0,0,14.749046,0.879292,90,90,0.05,0,90,0,0.2,0.7,2,0,0,0,0.2,0,0,0,0,0,2,5.556601,0,0,1,0.225,0,0,0,0,0,2,16,0,0,0,40.667133,9,9
120,120,FB_0120_FCCS.xml,63,210,4.291531,3.084048,0,0,0,0,0.337813,0.278199,10.8,0,90,0,0.05,0,60,0,0.5,1,1.5,1.5,1.8,0,0.8,0,0,0,0,0,2,5.1986,0.25,0.00625,0.5,0.0375,0,0,0,0,0,1.5,10.799999,0,0,0,60.041317,10,10
121,121,FB_0121_FCCS.xml,63,210,3.155922,2.467238,2.35224,0.008389,0,1.042055,18.743193,0.278199,10.8,0,90,0,0.1,0,60,0,2,3,4,8.8,14.6,5.8,0.8,0,0,0,0.076576,0,3,7.7979,0.25,0.00625,0.5,0.0375,0,0,0,0,0,1.5,10.799999,0.065122,0,0,102.447701,10,10
123,123,FB_0123_FCCS.xml,51,210,15.681599,3.049199,0.62073,0,1.283317,0,0.877045,0.722272,2.5,0.797886,85,85,0.05,0.01,70,75,0.6,1.2,1.6,1.5,1.8,0,0.8,0,0,0,0.204202,0,4,6.8272,0,0,0,0,0,0,0,0,0,0.7,4.76,1.764912,0,0,56.939453,9,9
124,124,FB_0124_FCCS.xml,63,210,2.490238,2.503012,0.696089,0.000151,0.022668,0.050827,0.106914,0.044023,2.218892,0,80,0,0.1,0.01,90,90,0.2,0.5,0.5,0.1,0.1,0,0.2,0,0,0,0,0,1.5,3.88875,0.5,0.0125,0,0,0,0,0,0,0,1.6,11.52,0,0,0,27.152462,10,10
125,125,FB_0125_FCCS.xml,51,220,12.448578,3.9204,0.83853,0.003156,1.618356,0.153892,1.123806,0.925487,2.5,0.90783,85,85,0.05,0,75,0,0.02,0.4,0.7,1.8,1.8,0,0.5,0,0,0,0.204202,0,2,5.5674,0,0,0,0,0.000814,0,0,0,0,0.7,4.76,1.764912,0,0,51.770977,9,9
129,129,FB_0129_FCCS.xml,85,220,13.721399,7.8408,3.13632,0,1.023718,0,0.718937,0.592066,1.726957,0.298198,90,90,0.1,0.01,85,85,0.1,0.2,1.5,1.5,1.5,0,0.5,0.5,0,0.276114,0.102101,0,0.5,0.93,0,0,0,0,0,0,0,0,0,1,0.8,0.098592,0,0,32.851372,9,9
131,131,FB_0131_FCCS.xml,228,210,0.642292,0,0,0,0,0,0,0,0.321406,0,70,0,3,0.3,70,95,0,0,0,0,0,0,0,0,0,0,0,0,3,6.2019,0,0,1.3,0.39,0,0,0,0,0,0,0,0,0,0,10.734256,13,13
133,133,FB_0133_FCCS.xml,281,210,0.542322,0,0,0,0,0,0,0,0.607032,0,70,0,3,0,70,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,2,3.9644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.649861,13,13
134,134,FB_0134_FCCS.xml,51,210,0.3267,0,0,0,0,0,0,0,2.643788,0,85,0,0.2,0,85,0,1.4,3.2,6.9,7.900001,2.8,0,2.5,1,0,4.970484,0.193474,0,1.5,2.9835,0,0,0,0,0,0,0,0,0,0.6,4.08,0.691309,0,0,36.784698,9,9
135,135,FB_0135_FCCS.xml,64,220,0.813483,1.084644,0,0.002498,0.088256,0.059484,0.240917,0.228802,0.522468,0,90,0,1,0.5,80,90,0.2,0.4,0.8,0,0,0,0,0,0,0,0,0,0.5,0.215625,0.5,0.0125,0.5,0.0375,0,0,0,0,0,0.2,0.24,0,0,0,6.798143,10,10
138,138,FB_0138_FCCS.xml,30,210,4.051969,7.117895,1.560672,0,0,0,6.151666,0,0.8,0,75,0,0.1,0,75,0,0.9,1.5,1.9,4.8,5.2,0,1.4,2.1,0,0,0,0,0.8,1.7988,0.5,0.0125,1.3,0.39,0.000639,0,0.5,0,0,1,6.8,0.180369,0,0,53.217602,10,10
140,140,FB_0140_FCCS.xml,14,210,5.232428,0.582179,0.048565,0,0,0,1.642827,0,0.290622,2,90,60,0.02,0.7,80,80,0.3,0.3,0.1,0.4,0,0,0.1,0,0,0,0,0,0.8,2.16,1,0.05,1,0.15,0,0,0,0,0,1.5,11.400001,0,0,0,26.260414,10,10
142,142,FB_0142_FCCS.xml,20,210,11.434501,4.991976,0.82642,0,3.419581,0,4.749197,1.955552,0.632951,0,80,0,0.01,0.1,90,90,0.5,1,3,3,0,0,1,0,0,0,0,0,1,2.472,0,0,0.5,0.15,0,0,0,0,0,2,14.400001,0.079021,0,0,64.425438,9,9
143,143,FB_0143_FCCS.xml,16,210,16.94495,4.422211,3.925301,0.013351,0.672677,0.164756,5.933916,3.17639,3.6,0.804109,85,85,0.5,0,85,0,0.4,0.6,1.3,2,2,0,0.3,0,0,0,0.05105,0,2,4.952,1,0.025,1,0.075,0,0,3,0,0,2,15.200001,0.233521,0,0,63.227886,8,8
146,146,FB_0146_FCCS.xml,14,210,2.87496,0.875964,0.896465,0.062918,0,3.535848,1.689992,1.134915,0.178682,0.18398,90,90,0.1,0.01,90,90,0.2,0.8,1,6,0,0,1.5,0,0,0,0,0,0.8,1.6408,1.2,0.27,1.2,0.81,0,0,0.5,0,0,1.2,9.6,0.061489,0,0,38.406536,10,10
147,147,FB_0147_FCCS.xml,14,210,1.617165,0.563492,0.278566,0.002664,0,0.480806,0.344528,0.177752,0.86008,0,90,0,0.3,0.01,90,90,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,0.5,1.032,0.2,0.005,0.2,0.015,0,0,0,0,0,0.4,2.24,0,0,0,8.436281,10,10
148,148,FB_0148_FCCS.xml,14,210,1.177296,0,0.010781,0.0002,0,0.000506,14.428823,7.921706,0.486466,0,90,0,0.05,0.01,90,90,0.1,0.5,1.3,10,0,0,1.5,0,0,0,0,0,1.2,2.80704,1.2,0.09,1.2,0.27,0,0,3,0,0,0.5,2.6,0.061489,0,0,51.899586,10,10
152,152,FB_0152_FCCS.xml,30,210,0.42667,0,0,0.238516,0,10.420546,18.743193,0,0.45,0,80,0,0.2,0,90,0,2,3,4,12.500001,15.000001,10,1.4,2.1,0,0.806254,0.024504,0,0.8,1.7988,0.7,0.105,1.3,0.6825,0,0,3,0,0,1,6,0.660775,0,0,87.027306,10,10
154,154,FB_0154_FCCS.xml,48,220,6.46866,5.488559,1.551825,0,0.472181,0,0.349771,0.417155,0.75,0,70,0,0.3,0,60,0,0.2,0.5,0.5,1,0.5,0,0,0,0,0,0,0,1.8,4.0086,0,0,0,0,0,0,0,0,0,0.4,2.88,0,0,0,25.127066,9,9
155,155,FB_0155_FCCS.xml,24,210,5.166564,2.401898,0,0,2.109879,0,1.503375,0.895501,0.226957,0,95,0,0.05,0,95,0,0.5,1,0.5,1.5,0.4,0,2,0.75,0,0.071585,0.05105,0,1,3.02,0,0,0.5,0.0375,0,0,0.5,0.5,10.889999,2,15.84,0.411096,0,0,63.126152,10,10
156,156,FB_0156_FCCS.xml,72,230,3.234329,0,0,0.005593,0,0.090489,0,0,3.4,0,95,0,0.05,0.05,60,60,1.6,0.84,1.5,2,0,0,0.07,0,0,0.080895,0.102101,0,1,2.352,0,0,0,0,0,0,0,0,0,0.75,5.1,0.025313,0,0,25.488024,11,11
157,157,FB_0157_FCCS.xml,71,230,5.207271,5.109588,1.8513,0.049548,0.308793,0.348805,1.01344,0.15708,2.129894,1.068245,85,85,0.1,0.01,75,75,1,1.3,1.3,0.7,0.7,0.7,0.9,0,0,0.151397,0.204202,0,2,5.7418,0.5,0.005,0.5,0.015,0.000786,0,0,0,0,0.5,3.4,0,0,0,40.249218,11,11
158,158,FB_0158_FCCS.xml,71,230,6.312606,6.506557,2.40669,0.034799,0.308793,0.348805,5.067199,2.356198,3.40783,1.869429,85,85,0.1,0.01,75,75,0.3,1.1,1.9,10.400001,10,9,7,4,0,1.135474,0.204202,0,3,8.607,0.5,0.005,0.5,0.015,0.000643,0,3,0,0,0.5,3.4,0.180301,0,0,89.049217,11,11
161,161,FB_0161_FCCS.xml,70,230,2.910897,0,0.26136,0,0,0,0.060493,0,1.084219,0,80,0,0.1,0.01,80,80,1.2,0.84,0.25,0.5,0,0,1,0,0,0,0,0,1,2.8519,0,0,0,0,0,0,0,0,0,0.5,3.8,0,0,0,29.228329,11,11
162,162,FB_0162_FCCS.xml,70,230,2.425748,0,0.26136,0,0,0,0,0,1.626329,0,80,0,0.1,0.01,80,80,0.5,4.3,3.7,2.7,0,0,1.6,0,0,0.365596,0,0,1,2.7018,0,0,0,0,0,0,0,0,0,0.5,3.8,0.040993,0,0,36.641907,11,11
164,164,FB_0164_FCCS.xml,65,230,2.414966,0,0.92565,0,0,0,0.357496,0,1.910039,0.44807,90,90,0.01,0,80,0,1.5,1.5,0.3,1,0.5,0,0.1,0,0,0,0,0,1,1.924,1,0.01,0,0,0,0,0.3,0,0,1,4.8,0,0,0,21.032562,11,11
165,165,FB_0165_FCCS.xml,66,230,0.269527,0.16335,0,0,0,0,0,0,1.5,0.694117,80,80,0.3,0.05,80,80,0.1,0.16,0.14,0.2,0.1,0,0,0,0,0,0,0,0.5,1.05165,0,0,0,0,0,0,0,0,0,0.5,0.8,0,0,0,6.862376,11,11
166,166,FB_0166_FCCS.xml,66,230,1.07811,2.869733,1.147893,0.009991,0,0.174403,0.626548,0.058882,7.5,1.725489,80,80,0.2,0.01,80,80,0.2,0.5,0.3,0.5,0.2,0,0,0,0,0,0,0.003676,0.5,1.102875,0,0,0,0,0.004161,0,0,0,0,1.6,10.88,0,0,0,32.440548,11,11
168,168,FB_0168_FCCS.xml,74,230,0.064687,0,0.012937,0,0,0,0,0,6.15125,0,90,0,0.1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5475,0,0,2,0.6,0,0,0,10,220.000015,30,192,0,0,0,421.968262,11,11
170,170,FB_0170_FCCS.xml,74,230,0.815737,0,0.036577,0,0,0,0.086337,0.053326,5.355,2.175,90,90,0.1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.066,0,0,2,0.15,0,0,0,5,110.000008,5,32,0,0,0,155.702164,11,11
173,173,FB_0173_FCCS.xml,82,230,1.47015,0,0,0,0,0,0,0,0.6975,0,80,0,0.1,0.1,70,70,0.2,0.2,0.5,0,0,0,0,0,0,0,0,0,0.25,0.17125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378337,9,9
174,174,FB_0174_FCCS.xml,98,230,8.795634,1.579921,0,0,0,0,2.176704,4.039391,3.84,0.336213,80,80,0.1,0.1,70,70,0.5,0.5,0.5,1.5,1,0,0,0,0,0.164518,0.040024,0,2,5.121,1,0.05,0,0,0.000329,0,0.04,0,0,0.25,1.5,0,0,0,32.599548,7,7
175,175,FB_0175_FCCS.xml,283,220,0,0,0,0,0,0,0,0,0,0,0,0,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.105,0,0,0,0,0,0,0,6,54.000004,6,24.000002,0,0,0,85.105003,13,13
176,176,FB_0176_FCCS.xml,295,230,0,0,0,0,0,0,0,0,0,0,0,0,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.210001,0,0,0,0,0,0,0,9,145.799988,9,64.799995,0,0,0,220.809998,13,13
178,178,FB_0178_FCCS.xml,71,230,3.017989,0.574992,0,0,0,0,0,0,1.672349,1.380745,90,90,0.1,0,75,0,0.9,3.6,6.2,10.6,0,0,4.4,1.4,0,0,0.204202,0,2,4.533,0.5,0.005,0.5,0.015,0,0,3,0,0,1.2,8.160001,0,0,0,55.638988,11,11
180,180,FB_0180_FCCS.xml,51,230,6.931484,4.41045,0.809944,0,2.785466,0,0,0,1.489336,0,75,0,0.25,0,75,0,0.4,0.7,1.4,1.8,1.8,0,0.5,0.7,0,0.603443,0.198484,0,2,6.2,0,0,0,0,0,0,0,0,0,2,12.799999,0.416115,0,0,57.535061,9,9
181,181,FB_0181_FCCS.xml,74,230,4.163464,0,1.388475,0.071995,0,0.896502,0.643492,0.529935,5.09713,0,90,0,0,0,0,0,1,1.5,1.5,2,1,0.5,0.5,0.5,0,0.031988,0.016336,0.061261,1.5,2.754,0,0,1.5,0.3375,0,0,3,3,43.199997,2,12.799999,0,0,0,93.012848,11,11
182,182,FB_0182_FCCS.xml,67,230,2.479653,0,0.035627,0,0,0,0.592993,0.309589,9.8,0,90,0,0.1,0.1,60,60,0.1,0.4,0.3,0.5,0,0,0,0,0,0,0.015315,0,2,3.612,0,0,0,0,0,0,0,0,0,2,11.200001,0,0,0,36.904602,11,11
183,183,FB_0183_FCCS.xml,71,230,2.639213,0,0.52272,0,0,0,0,0,2.022349,1.725932,90,90,0.2,0,75,0,0.9,4,8.200001,10.6,0,0,4.4,1.4,0,2.245239,0.204202,0,2,4.533,0.5,0.005,0.5,0.015,0,0,0.3,0,0,1.2,8.160001,0.097134,0,0,53.410915,11,11
184,184,FB_0184_FCCS.xml,75,230,4.555015,9.801,1.894533,0,0.354601,0,1.323288,0.39883,0.81,0.397367,90,85,0.2,0,60,0,0.1,0.5,1,0.8,0,0,0.2,0,0,0.005618,0.001634,0.012763,1.8,4.49055,1.5,0.0375,2,0.15,0.000242,0,0,0,0,1.25,4,0,0,0,24.546085,11,11
185,185,FB_0185_FCCS.xml,75,230,2.805961,0.9801,0.868712,0,0,0,0.513607,0.264293,0.45,0,90,0,0.2,0,60,0,0.1,0.2,0.2,0.1,0,0,0,0,0,0,0.004595,0.012763,0.5,0.9695,1.5,0.0375,2,0.06,0,0,0,0,0,0.4,0.32,0,0,0,7.138051,11,11
186,186,FB_0186_FCCS.xml,75,230,9.408958,2.482919,0.9801,0,0.354601,0,0.48928,0.120379,0.798094,0.397367,90,85,0.1,0,60,0,0.2,0.5,0.14,0.3,0.5,0,0.1,0.1,0,0,0.588101,0.01021,1.8,4.52574,1.5,0.0375,2,0.15,0,0,0,0,0,0.75,5.4,0,0,0,25.004396,11,11
187,187,FB_0187_FCCS.xml,75,230,4.085547,0,0.24643,0,0,0,0.988322,0.515981,1.56,0.464867,90,85,0.2,0,60,0,0.8,4,6.2,1.2,1.5,0,0.2,0,0,0.014426,0.001634,0.012763,1.8,3.15945,1.5,0.0375,2,0.15,0,0,0,0,0,1.25,9,0.429978,0,0,34.106525,11,11
188,188,FB_0188_FCCS.xml,65,230,2.587464,0,2.172555,0,0.096161,0,0.137811,0.071101,1.328422,0,90,0,0,0,0,0,0.4,0.6,0.4,1.1,0,0,0,0,0,0.019733,0.002553,0,0.7,2.02958,1.5,0.075,0,0,0.001198,0,0.5,0,0,1,7.2,0,0,0,28.697294,11,11
189,189,FB_0189_FCCS.xml,65,230,2.87496,3.491606,3.077786,0,0.711061,0,0.408013,0.226983,1.314947,0,90,0,0,0,0,0,0.6,0.7,0.8,4.1,2.1,0,0.2,0.2,0,0.01754,0.001914,0,0.7,2.04953,1.5,0.015,0,0,3.7E-05,0,0,0,0,1.6,12.672001,0.026799,0,0,44.11565,11,11
190,190,FB_0190_FCCS.xml,67,230,2.587464,1.040866,0.062256,0,0,0,0.197664,0.103196,13.139999,0,80,0,0.1,0,80,0,0.15,0.4,0.3,1.2,0,0,0.1,0,0,0,0.001276,0.003191,0.5,1.243975,0,0,0,0,0,0,0,0,0,1.5,10.200001,0,0,0,38.216583,11,11
191,191,FB_0191_FCCS.xml,67,230,1.940598,0,0.051749,0,0,0,0.241296,0.130996,5,0.274779,80,90,0.2,0,80,0,0.08,0.35,0.4,1,0,0,0,0,0,0,0,0,1,2.5075,0,0,0,0,0,0,0,0,0,0.4,2.56,0,0,0,22.7638,11,11
196,196,FB_0196_FCCS.xml,70,230,0.323433,0,0,0,0,0,0,0,0.635394,0,95,0,0.1,0,0,0,0.3,0.56,0.15,0.5,0,0,1,0.5,0,0.822591,0.018378,0,3,5.391,0,0,0,0,0,0,0,0,0,0.2,1.04,0,0,0,12.998677,11,11
203,203,FB_0203_FCCS.xml,296,230,0,0,0,0,0,0,0,0,0,0,0,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.6,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,7.6,13,13
208,208,FB_0208_FCCS.xml,121,240,4.657435,5.304301,1.251392,0.424697,0,14.145707,20.363886,22.360344,2.205887,0,85,0,0.05,0.01,95,60,0.5,1.6,3.3,4.3,8.900001,3.4,0.8,1.6,0.6,0.017093,0.036756,0,0.4,1.068,0.1,0.0025,0.1,0.03,0.007226,0,0.5,1,16.02,1,7.12,0.064866,0,0,131.144073,8,4
210,210,FB_0210_FCCS.xml,146,310,0.560617,0.71874,0,0,0,0,1.251864,2.35129,1.559104,0,85,0,0.1,0,90,0,0.2,0.4,1,0.3,0,0,0.2,0.2,0,0,0,0,0.5,0.44625,0,0,0,0,0,0,3,0,0,0.2,0.32,0.041925,0,0,19.889751,5,5
